Ticker,ScanDate,Score,ScanPrice,ScanChange%,MxV,RunUp,RSI,ATRX,REL_VOL,Gap,TypicalPriceDist,PriceToHigh,PriceTo52WHigh,Float%,Volume_raw,MarketCap_raw,AvgVolume_raw,FloatShares_raw,SharesOutstanding_raw,Open_price_raw,PrevClose_raw,High_today_raw,Low_today_raw,TypicalPrice_raw,ATR14_raw,Week52High_raw,MxV_calc,REL_VOL_calc,RunUp_calc,Gap_calc,ATRX_calc,TypicalPriceDist_calc,cat_merger_acquisition,cat_fda_approval,cat_clinical_trial,cat_marketing_announcement,cat_earnings_report,cat_regulatory_compliance,cat_lawsuit,cat_share_dilution,cat_reverse_split,cat_no_clear_reason,MaxDrop%,BestDay,TP10_Hit,TP15_Hit,TP20_Hit,D1_Gap%,SL_Hit_D5,IntraDay_SL,FirstScanTime,LastScanTime,ScanCount,ScoreAtFirst,ScoreAtLast,ScoreMax,ScoreMin,ScoreStd,audit_flag,IntraHigh,IntraLow,PeakScoreTime,PeakScorePrice,PeakScore,DayRunUp%,D0_Close,D0_Volume,D0_Drop%,IntraDay_TP10,SL_Hit_D0,MinToClose,D1_Open,D1_High,D1_Low,D1_Close,D0_Open,D0_High,D0_Low,D0_Drop%_from_High,Price_vs_SMA20,Consecutive_Up,RealFloat,RealFloat_M,Sector,Industry,MarketCapCategory,DaysSinceIPO,score_version,D2_Open,D2_High,D2_Low,D2_Close,D3_Open,D3_High,D3_Low,D3_Close,D4_Open,D4_High,D4_Low,D4_Close,D5_Open,D5_High,D5_Low,D5_Close
CODX,2026-05-22,76.53,5.17,39.33,-150.99,54.1,81.76,3.69,1.82,-9.32,13.13,-3.36,-15.18,97.13,9044300,18630000,4980249,3499254,3602465,3.355,3.7,5.35,3.19,4.57,0.5848,6.095,-150.99,1.82,54.1,-9.32,3.69,13.13,0,0,0,0,0,0,0,0,0,0,23.02,1,0,0,0,34.62,1,1,13:49,14:59,32,48.55,76.53,76.53,48.55,8.41,CLEAN,5.23,4.28,14:59,5.17,76.53,22.2,5.065,81748.0,-2.03,1,0,1,6.96,10.8,6.36,9.355,3.355,5.35,3.19,-5.33,153.5,4.0,3499254.0,3.5,Healthcare,Medical Devices,Micro,3235.0,v2,6.96,10.8,6.36,9.355,8.045,11.47,6.77,7.64,8.78,13.51,8.78,11.095,11.79,13.17,8.2,8.21
HYLN,2026-05-22,63.58,5.76,37.02,90.21,34.27,85.88,4.3,11.13,2.63,6.08,-7.69,-7.69,69.07,17509877,1030000000,1573515,123174191,178327240,4.29,4.18,6.24,4.29,5.43,0.4538,6.24,90.21,11.13,34.27,2.63,4.3,6.08,0,0,0,0,0,0,0,0,0,0,3.3,1,0,0,0,7.29,1,1,09:46,14:59,87,28.37,63.58,66.25,28.37,10.26,CLEAN,6.23,4.86,13:43,6.23,66.25,28.19,5.965,913209.0,3.56,1,0,77,6.18,7.22,5.95,6.61,4.29,6.24,4.29,-4.41,95.48,1.0,123200940.0,123.2,Consumer Cyclical,Auto Parts,Small,2331.0,v2,6.18,7.22,5.95,6.61,6.69,7.31,6.275,6.92,6.84,7.39,6.62,7.155,7.155,7.265,6.545,6.99
MTVA,2026-05-22,64.4,3.99,39.02,-664.05,12.24,86.5,2.66,15.43,23.01,2.66,-6.99,-68.52,65.58,39447345,20600000,2555884,3386639,5164370,3.555,2.89,4.29,3.38,3.8867,0.3425,12.675,-664.05,15.43,12.24,23.01,2.66,2.66,0,0,0,0,0,0,0,0,0,0,-30.2,5,1,1,1,-15.79,0,0,08:45,14:59,111,43.64,64.4,76.24,40.03,7.95,CLEAN,4.26,3.4,10:21,4.26,76.24,15.76,3.855,225439.0,-3.38,1,0,279,3.36,3.5,2.84,3.035,3.555,4.29,3.38,-10.14,137.01,0.0,3386639.0,3.39,Healthcare,Biotechnology,Micro,3576.0,v2,3.36,3.5,2.84,3.035,3.05,3.775,3.05,3.325,2.93,3.23,2.93,3.115,3.02,3.09,2.785,2.815
PCLA,2026-05-22,63.29,7.16,218.22,-0.58,15.86,98.1,6.24,53.08,160.76,12.43,-2.65,-2.65,11.24,34820090,247880000,656052,1080482,9613805,6.18,2.37,7.355,4.59,6.3683,0.4434,7.355,-0.58,53.08,15.86,160.76,6.24,12.43,0,0,0,0,0,0,0,0,0,0,-15.78,1,1,1,0,-10.06,1,1,08:45,14:59,111,30.49,63.29,63.29,28.9,7.52,CLEAN,7.16,4.62,14:59,7.16,63.29,12.4,6.62,150867.0,-7.54,1,0,1,6.44,13.8,6.03,11.69,6.18,7.355,4.59,-9.99,190.99,1.0,1080482.0,1.08,Communication Services,Telecom Services,Micro,490.0,v2,6.44,13.8,6.03,11.69,9.82,12.8,9.56,12.21,10.34,10.77,9.49,10.05,9.95,9.95,9.79,9.79
RYOJ,2026-05-22,87.0,4.93,145.27,-243.94,102.05,85.34,10.39,100.0,25.77,-3.68,-38.3,-56.53,22.03,39731306,56950000,180704,2544003,11550000,2.44,1.94,7.99,2.435,5.1183,0.5349,11.34,-243.94,100.0,102.05,25.77,10.39,-3.68,0,0,0,0,0,0,0,0,0,0,-32.86,1,1,1,1,-29.01,1,1,08:45,14:59,111,14.57,87.0,95.46,14.57,24.86,SUSPICIOUS,7.61,2.43,13:25,5.76,95.46,211.89,4.89,212885.0,-0.81,1,1,95,3.5,4.19,3.31,3.895,2.44,7.99,2.435,-38.8,109.67,0.0,2544003.0,2.54,Industrials,Consulting Services,Micro,280.0,v2,3.5,4.19,3.31,3.895,3.81,6.74,3.58,5.2,4.61,4.61,4.61,4.61,3.73,3.945,3.61,3.94
AIMD,2026-05-26,74.69,3.51,129.41,-45.55,130.92,84.26,10.7,100.0,-1.3,19.59,-7.02,-21.3,31.99,12406735,29920000,30363,2355587,7364542,1.52,1.54,3.775,1.52,2.935,0.2107,4.46,-45.55,100.0,130.92,-1.3,10.7,19.59,0,0,0,0,0,0,0,0,0,0,-43.3,1,1,1,1,-32.48,0,0,10:22,14:58,135,59.56,74.25,76.21,3.17,7.52,SUSPICIOUS,3.67,2.0,14:56,3.48,76.21,76.44,3.16,156131.0,-9.97,1,0,4,2.37,2.79,1.99,2.55,1.52,3.775,1.52,-16.29,78.99,0.0,2142861.0,2.14,Technology,Scientific & Technical Instruments,Micro,1963.0,v2,2.57,2.95,2.57,2.65,2.74,2.96,2.33,2.4,2.44,2.44,2.25,2.25,2.26,2.325,2.17,2.325
CODX,2026-05-26,96.66,9.65,90.34,-1270.83,38.65,90.53,4.66,9.15,37.41,7.98,-10.65,-10.65,95.68,49378145,34760000,5398358,3499254,3657380,6.96,5.065,10.8,6.36,8.9367,0.9531,10.8,-1270.83,9.15,38.65,37.41,4.66,7.98,0,0,0,0,0,0,0,0,0,0,-39.27,4,1,1,1,-16.68,1,1,8:45,14:58,275,30.58,96.68,96.68,30.33,19.67,CLEAN,10.68,6.48,14:55,9.75,96.68,54.56,9.355,308804.0,-3.06,1,1,5,8.04,11.47,6.77,7.64,6.96,10.8,6.36,-13.38,292.7,5.0,3499254.0,3.5,Healthcare,Medical Devices,Micro,3239.0,v2,8.78,13.51,8.78,11.1,11.79,13.17,8.2,8.21,6.83,7.395,5.86,6.28,7.23,9.03,6.15,6.26
CPSH,2026-05-26,73.0,11.16,86.0,-33.04,57.85,82.36,4.97,64.57,18.03,14.38,-1.67,-1.67,73.79,23956265,200950000,370998,13287698,18006963,7.07,5.99,11.35,6.76,9.7567,0.9239,11.35,-33.04,64.57,57.85,18.03,4.97,14.38,0,0,0,0,0,0,0,0,0,0,-24.64,4,1,1,1,16.49,1,1,8:47,14:58,273,14.86,72.99,73.0,9.23,9.5,CLEAN,11.31,7.1,14:59,11.16,73.0,59.3,11.19,240901.0,0.27,1,0,1,13.0,14.24,11.12,11.66,7.07,11.35,6.76,-1.41,128.11,3.0,13287698.0,13.29,Technology,Electronic Components,Micro,11738.0,v2,9.43,12.1,9.43,11.1,10.35,10.35,8.99,8.99,8.74,9.93,8.41,9.43,9.34,10.47,9.19,9.27
PCLA,2026-05-26,70.58,12.36,86.71,93.08,91.93,99.19,8.03,1.74,-2.72,15.19,-10.43,-10.43,11.24,2395966,427900000,1377146,1080482,9613805,6.44,6.62,13.8,6.03,10.73,0.9672,13.8,93.08,1.74,91.93,-2.72,8.03,15.19,0,0,0,0,0,0,0,0,0,0,-42.96,5,1,1,1,-20.55,0,0,14:27,14:58,22,1.89,70.52,70.58,1.89,14.88,SUSPICIOUS,12.36,7.65,14:59,12.36,70.58,57.25,11.69,26175.0,-5.42,1,0,1,9.82,12.8,9.56,12.21,6.44,13.8,6.03,-15.29,323.4,2.0,1080482.0,1.08,Communication Services,Telecom Services,Micro,494.0,v2,10.34,10.77,9.49,10.05,9.95,9.95,9.79,9.79,9.32,9.32,9.32,9.32,7.78,8.08,7.05,7.05
VCIG,2026-05-26,97.0,2.77,108.31,-870.38,68.9,85.04,6.19,49.65,26.15,13.68,-10.93,-88.07,0.56,64353105,18370000,1296151,20769,3685949,1.64,1.3,3.11,1.43,2.4367,0.2713,23.22,-870.38,49.65,68.9,26.15,6.19,13.68,0,0,0,0,0,0,0,0,0,0,16.97,1,0,0,0,24.91,1,1,11:57,14:58,133,83.82,94.0,97.0,30.33,8.23,CLEAN,3.05,2.06,12:45,2.61,97.0,48.06,2.88,143629.0,3.97,1,1,135,3.46,4.95,3.24,4.74,1.64,3.11,1.43,-7.4,193.02,3.0,20769.0,0.02,Industrials,Consulting Services,Micro,1138.0,v2,3.83,6.45,3.8,5.68,5.75,11.1,5.43,8.45,7.72,8.64,6.52,7.795,6.33,9.36,6.33,8.96
ASTC,2026-05-27,94.16,13.66,453.04,-7936.65,84.35,93.38,9.87,66.75,195.22,3.33,-30.84,-30.84,74.25,141200295,24000000,2115391,1306057,1758953,7.41,2.51,19.75,6.25,13.22,1.3681,19.75,-7936.65,66.75,84.35,195.22,9.87,3.33,0,0,0,0,0,0,0,0,0,0,24.52,1,0,0,0,59,1,1,8:45,14:59,138,55.5,94.16,100.0,49.38,20.07,SUSPICIOUS,18.99,6.28,10:15,9.84,100.0,154.9,13.745,641045.0,0.62,1,1,285,21.72,35.0,17.01,29.42,7.41,19.75,6.25,-30.41,319.21,1.0,1306057.0,1.31,Technology,Scientific & Technical Instruments,Micro,11114.0,v2,37.91,67.81,34.19,49.03,40.51,42.375,33.77,35.39,29,57.75,28.74,45.41,44.7,50.3,37.09,39
QTEX,2026-05-27,77.68,2.23,46.71,-59.69,77.69,92.04,5.27,3.98,-16.61,15.54,-4.7,-4.7,73.81,69589787,97180000,17495098,32167595,43579260,1.255,1.505,2.34,1.22,1.93,0.2127,2.34,-59.69,3.98,77.69,-16.61,5.27,15.54,0,0,0,0,0,0,0,0,0,0,-16.82,5,1,1,0,14.8,1,1,13:36,14:59,25,68.4,77.68,77.68,68.4,3.34,CLEAN,2.31,2.01,14:59,2.23,77.68,9.48,2.08,453052.0,-6.73,0,0,1,2.56,3.38,2.27,3.01,1.255,2.34,1.22,-11.11,266.53,2.0,32167595.0,32.17,Technology,Computer Hardware,Micro,1777.0,v2,3.45,3.69,2.13,3.06,3.005,3.83,2.955,3.1,3.155,3.155,2.235,2.44,2.18,2.425,1.855,2.1
QTTB,2026-05-27,67.63,12.57,77.29,-17.06,36.93,83.97,4.13,61.53,28.75,8.36,-3.68,-3.68,57.13,19849445,213140000,322580,9687878,16956415,9.18,7.13,13.05,9.18,11.6,0.9381,13.05,-17.06,61.53,36.93,28.75,4.13,8.36,0,0,0,0,0,0,0,0,0,0,-19.73,1,1,1,0,-8.35,0,0,8:45,14:59,139,33.89,67.63,67.63,33.89,5.83,CLEAN,12.99,10.15,14:58,12.56,67.63,27.98,13.0,330193.0,3.42,1,0,2,11.52,12.13,10.09,10.24,9.18,13.05,9.18,-0.38,114.93,2.0,9687878.0,9.69,Healthcare,Biotechnology,Micro,2981.0,v2,10.63,12.02,10.39,11.07,11.81,12.48,11.51,11.77,12.185,13.165,11.59,12.73,12.255,12.975,11.55,12.23
VCIG,2026-05-27,74.62,4.12,42.07,-210.33,19.08,92.41,4.26,7.86,20.14,0.45,-16.68,-82.26,0.56,20585401,27330000,2619593,20769,3685949,3.46,2.88,4.945,3.24,4.1017,0.4003,23.22,-210.33,7.86,19.08,20.14,4.26,0.45,0,0,0,0,0,0,0,0,0,0,-7.77,1,0,0,0,-7.04,1,1,8:45,14:59,138,16.22,74.62,80.42,15.78,16.87,CLEAN,4.5,3.34,14:00,4.22,80.42,29.68,4.735,130307.0,14.93,1,0,60,3.83,6.45,3.8,5.68,3.46,4.945,3.24,-4.25,304.63,4.0,20769.0,0.02,Industrials,Consulting Services,Micro,1139.0,v2,5.75,11.1,5.43,8.45,7.72,8.64,6.52,7.795,6.33,9.36,6.33,8.96,8.44,9.18,7.78,7.92
AKTX,2026-05-28,65.76,24.0,50.71,-38.69,43.2,85.26,3.5,2.12,3.33,9.94,-3.26,-3.26,3610800.0,1581029,27360000,744862,41328783504,1144588,16.76,16.22,24.81,16.68,21.83,2.3238,24.81,-38.69,2.12,43.2,3.33,3.5,9.94,0,0,0,0,0,0,0,0,0,0,-45.62,2,1,1,1,4,0,0,9:05,14:58,66,24.71,65.66,65.89,24.71,7.2,CLEAN,28.53,19.12,14:22,24.8,65.89,47.75,22.56,4125.0,-6.0,1,1,38,24.96,24.99,16.2,16.2,16.76,24.81,16.68,-9.07,201.37,0.0,41328783504.0,41328.78,Healthcare,Biotechnology,Micro,4524.0,v2,15.76,15.76,13.05,13.415,14.69,15.18,14.525,14.77,14.77,14.77,14.77,14.77,15.66,16.105,15.66,16.105
ASTC,2026-05-28,82.11,26.37,90.95,-2270.04,21.41,97.12,6.45,9.33,58.02,0.93,-24.66,-24.66,74.25,41684616,46380000,4469208,1306057,1758953,21.72,13.745,35.0,17.01,26.1267,2.7887,35.0,-2270.04,9.33,21.41,58.02,6.45,0.93,0,0,0,0,0,0,0,0,0,0,8.99,3,0,0,0,43.76,1,1,8:45,14:58,79,46.89,83.25,98.03,46.78,17.64,CLEAN,33.5,17.21,14:34,32.74,98.03,57.35,29.42,248137.0,11.57,1,1,26,37.91,67.81,34.19,49.03,21.72,35.0,17.01,-15.94,542.32,2.0,1306057.0,1.31,Technology,Scientific & Technical Instruments,Micro,11115.0,v2,40.51,42.375,33.77,35.39,29,57.75,28.74,45.41,44.7,50.3,37.09,39,38.51,45.94,37.715,39.265
ATPC,2026-05-28,60.51,6.44,125.96,-5163.21,11.61,78.71,3.96,17.6,96.93,-5.01,-22.78,-22.78,43.3,52632145,6440000,2990770,433301,1000626,5.77,2.93,8.34,5.56,6.78,0.7024,8.34,-5163.21,17.6,11.61,96.93,3.96,-5.01,0,0,0,0,0,0,0,0,0,0,-56.37,3,1,1,1,-8.7,0,0,8:45,14:58,79,43.22,61.23,69.86,39.85,9.29,CLEAN,6.93,5.56,12:12,6.85,69.86,13.79,6.07,132099.0,-5.75,1,0,168,5.88,5.98,4.72,5.02,5.77,8.34,5.56,-27.22,122.85,0.0,433301.0,0.43,Consumer Defensive,Packaged Foods,Micro,989.0,v2,5.71,5.76,4.59,4.59,3.76,3.94,2.81,2.99,3.265,4.91,3.265,4.13,3.85,3.85,3.61,3.61
CODX,2026-05-28,67.67,11.02,50.96,-416.77,25.51,81.93,3.04,2.97,14.92,-0.75,-18.43,-18.43,95.68,18616807,39700000,6257845,3499254,3657380,8.78,7.64,13.51,8.78,11.1033,1.5541,13.51,-416.77,2.97,25.51,14.92,3.04,-0.75,0,0,0,0,0,0,0,0,0,0,-59.62,5,1,1,1,6.99,1,1,8:45,14:58,79,10.04,63.53,82.09,6.13,23.3,CLEAN,12.91,8.65,13:18,12.64,82.09,49.25,11.095,127345.0,0.68,1,1,102,11.79,13.17,8.2,8.21,8.78,13.51,8.78,-17.88,251.5,0.0,3499254.0,3.5,Healthcare,Medical Devices,Micro,3241.0,v2,6.83,7.395,5.86,6.28,7.23,9.03,6.15,6.26,6.075,6.075,5.06,5.21,4.765,6.5,4.45,5.745
CUPR,2026-05-28,66.61,3.16,42.8,-17.76,31.12,96.65,5.07,3.93,10.8,3.61,-13.19,-66.63,100.0,1088169,2920000,276702,920634,920625,2.41,2.175,3.64,2.35,3.05,0.2544,9.47,-17.76,3.93,31.12,10.8,5.07,3.61,0,0,0,0,0,0,0,0,0,0,-25.63,1,1,1,1,-19.62,0,0,9:18,14:58,60,24.8,67.27,70.19,14.85,13.39,CLEAN,3.29,2.35,14:08,3.29,70.19,26.54,3.29,5460.0,4.11,1,0,52,2.54,2.54,2.35,2.5,2.41,3.64,2.35,-9.62,544.44,1.0,920634.0,0.92,Healthcare,Medical Instruments & Supplies,Micro,412.0,v2,2.475,2.595,2.475,2.595,2.73,2.73,2.73,2.73,2.845,2.87,2.675,2.87,2.71,2.785,2.71,2.77
MASK,2026-05-28,80.0,4.11,197.82,-12598.44,122.16,73.98,7.81,34.78,33.09,-0.52,-37.35,-37.35,37.79,143668517,4650000,4130320,426931,1129604,1.85,1.39,6.56,1.725,4.1317,0.6188,6.56,-12598.44,34.78,122.16,33.09,7.81,-0.53,0,0,0,0,0,0,0,0,0,0,-13.14,1,1,0,0,16.55,1,1,8:51,14:58,73,48.84,80.0,90.0,47.57,10.4,SUSPICIOUS,6.56,2.01,10:13,4.86,90.0,221.57,4.13,617741.0,0.49,1,1,287,4.79,5.44,3.57,3.63,1.85,6.56,1.725,-37.04,103.5,0.0,426931.0,0.43,Technology,Software - Application,Micro,504.0,v2,5.355,6.99,4.9,5.465,5.01,5.53,4.83,5.19,4.61,4.61,4.09,4.09,4,4,3.875,3.875
QTEX,2026-05-28,71.16,3.09,47.14,-121.36,20.94,94.86,3.82,5.21,22.84,6.06,-8.58,-8.58,73.81,96476270,134670000,18511801,32167595,43579260,2.555,2.08,3.38,2.27,2.9133,0.2904,3.38,-121.36,5.21,20.94,22.84,3.82,6.07,0,0,0,0,0,0,0,0,0,0,-45.31,5,1,1,1,11.65,1,1,8:45,14:58,78,18.47,71.88,78.56,15.69,23.89,CLEAN,3.32,2.27,13:31,3.32,78.56,31.75,3.01,616850.0,-2.59,1,0,89,3.45,3.69,2.13,3.06,2.555,3.38,2.27,-10.95,332.79,3.0,32167595.0,32.17,Technology,Computer Hardware,Micro,1778.0,v2,3.005,3.83,2.955,3.1,3.155,3.155,2.235,2.44,2.18,2.425,1.855,2.1,1.81,2.145,1.69,1.86
SPRC,2026-05-28,62.0,12.52,185.29,-5903.55,-5.51,85.16,5.79,82.2,116.86,-0.92,-17.14,-17.14,92.85,34477268,7190000,419439,532279,573243,13.25,6.11,15.11,10.28,12.6367,0.8339,15.11,-5903.55,82.2,-5.51,116.86,5.79,-0.92,0,0,0,0,0,0,0,0,0,0,-32.43,1,1,1,1,-28.04,1,1,8:45,14:58,79,52.44,62.0,65.82,52.44,2.53,CLEAN,14.14,10.46,9:04,14.14,65.82,13.57,11.23,138769.0,-10.3,1,1,356,9.01,10.03,8.46,9.49,13.25,15.11,10.28,-25.68,66.61,0.0,532279.0,0.53,Healthcare,Biotechnology,Micro,1731.0,v2,9.81,10.895,9.81,10.51,8.97,8.97,8.88,8.88,9.475,10.96,9.085,10.96,13.5,15.3,10.99,11.51
VCIG,2026-05-28,67.03,6.31,32.02,16.08,64.54,94.06,4.69,1.87,-19.01,14.35,-2.09,-72.83,0.56,5567279,41860000,2969859,20769,3685949,3.835,4.735,6.445,3.8,5.5183,0.5645,23.22,16.08,1.87,64.54,-19.01,4.69,14.35,0,0,0,0,0,0,0,0,0,0,-13.95,1,1,0,0,-8.87,1,1,14:21,14:58,10,63.79,67.2,67.27,63.71,1.49,CLEAN,6.44,5.56,14:57,6.44,67.27,15.83,5.68,80400.0,-9.98,1,0,3,5.75,11.1,5.43,8.45,3.835,6.445,3.8,-11.87,303.94,5.0,20769.0,0.02,Industrials,Consulting Services,Micro,1140.0,v2,7.72,8.64,6.52,7.795,6.33,9.36,6.33,8.96,8.44,9.18,7.78,7.92,8.255,8.9,7.96,8.24
ASTC,2026-05-29,85.08,48.5,64.8,-1490.22,27.93,98.4,6.31,5.4,28.86,-3.32,-28.48,-28.48,74.25,27974793,85320000,5181179,1306057,1758953,37.91,29.42,67.81,34.185,50.165,5.3317,67.81,-1490.22,5.4,27.93,28.86,6.31,-3.32,0,0,0,0,0,0,0,0,0,0,-40.74,2,1,1,1,-16.47,1,1,8:45,14:59,145,25.57,85.08,96.51,25.11,16.65,CLEAN,67.46,34.42,13:03,59.13,96.51,80.57,49.03,132560.0,1.09,1,1,117,40.51,42.375,33.77,35.39,,,,,,,,,,,,,v2,29,57.75,28.74,45.41,44.7,50.3,37.09,39,38.51,45.94,37.715,39.265,40.49,40.99,31.805,34.035
OLOX,2026-05-29,63.23,8.79,78.66,-2697.71,-13.27,90.46,4.56,100.0,104.75,-5.69,-21.38,-21.38,45.83,26894949,8450000,183207,549954,1199995,10.135,4.95,11.18,7.99,9.32,0.7,11.18,-2697.71,100.0,-13.27,104.75,4.56,-5.69,0,0,0,0,0,0,0,0,0,0,-14.62,5,1,0,0,-7.45,1,1,8:45,14:59,145,55.34,63.23,65.48,55.34,3.09,CLEAN,10.83,8.21,8:48,10.83,65.48,7.23,8.81,70613.0,0.23,0,1,372,8.135,10.16,7.9,9.62,,,,,,,,,,,,,v2,10.41,11.08,9.02,10.04,9.95,10.24,8.27,8.27,8.01,8.01,7.84,7.87,7.505,7.51,7.505,7.51
SPCE,2026-05-29,75.95,6.38,40.86,-62.38,35.17,86.64,4.44,17.56,4.66,10.86,-2.45,-2.45,96.2,163516896,642470000,9310982,100481064,104451974,4.72,4.51,6.54,4.345,5.755,0.4946,6.54,-62.38,17.56,35.17,4.66,4.44,10.86,0,0,0,0,0,0,0,0,0,0,-36.21,4,1,1,1,14.11,1,1,11:34,14:59,72,38.46,75.95,75.95,38.46,13.28,CLEAN,6.49,5.39,14:59,6.38,75.95,20.41,6.21,3558706.0,-2.66,1,0,1,7.28,8.9,6.25,7.56,,,,,,,,,,,,,v2,6.74,6.74,4.515,4.58,4.6,5.075,4.195,4.29,4.23,5.175,4.07,4.73,4.445,4.83,4.215,4.365
STG,2026-05-29,79.0,5.69,109.19,-375.66,10.92,85.36,7.22,100.0,62.34,6.32,-7.7,-56.4,18.5,24167507,28910000,3696,939318,5076094,5.13,3.16,6.165,4.2,5.3517,0.2721,13.05,-375.66,100.0,10.92,62.34,7.22,6.32,0,0,0,0,0,0,0,0,0,0,-41.65,4,1,1,1,-7.91,0,0,8:45,14:59,145,51.41,79.0,89.38,47.72,9.57,CLEAN,6.2,4.28,14:20,6.2,89.38,19.92,6.06,64753.0,6.5,1,0,40,5.24,5.24,4.33,4.65,,,,,,,,,,,,,v2,3.805,3.82,3.63,3.82,3.64,3.64,3.64,3.64,3.34,3.41,3.32,3.32,3.535,3.56,3.535,3.56
VCIG,2026-05-29,78.45,9.46,63.39,-58.39,64.38,96.84,6.37,3.47,1.32,9.2,-14.77,-59.26,0.37,10507861,62760000,3029088,20769,5540084,5.755,5.68,11.1,5.43,8.6633,0.8903,23.22,-58.39,3.47,64.38,1.32,6.37,9.2,0,0,0,0,0,0,0,0,0,0,-33.09,2,1,1,1,-18.39,0,0,9:23,14:59,121,54.09,78.45,78.45,45.19,9.38,CLEAN,11.16,6.85,14:59,9.46,78.45,55.65,8.45,46836.0,-10.68,1,1,1,7.72,8.64,6.52,7.795,,,,,,,,,,,,,v2,6.33,9.36,6.33,8.96,8.44,9.18,7.78,7.92,8.255,8.9,7.96,8.24,7.715,8.33,6.395,6.98
