ticker,rh_scan_date,dl_drop_date,days_rh_to_dl,rh_score,rh_mxv,rh_runup,rh_scan_price,rh_max_drop,rh_hit_tp10,rh_outcome,dl_pct_change,dl_close,dl_volume,dl_market_cap,dl_gap_down_pct,dl_intraday_reversal_pct,dl_rsi_14,dl_volume_ratio,dl_sector,dl_market_cap_category,dl_post_max_recovery_5d_pct,dl_post_max_further_drop_5d_pct,dl_post_pattern_tag,dl_post_d5_pct
UCAR,2026-04-08,2026-04-09,1,79.21,-10117.84,130.06,2.01,-37.31,True,BOTH,-31.09,1.64,52322876,3498362.0,-2.1,21.34,35.98,0.98,Consumer Cyclical,Nano,42.0732,-29.878,Dead Cat Bounce,-29.878
UCAR,2026-04-08,2026-04-13,5,79.21,-10117.84,130.06,2.01,-37.31,True,BOTH,-19.31,1.88,4939832,4010318.0,-17.6,13.94,38.56,0.08,Consumer Cyclical,Nano,-19.6809,-38.8298,Continued Drop,-20.2128
UCAR,2026-04-08,2026-04-14,6,79.21,-10117.84,130.06,2.01,-37.31,True,BOTH,-19.68,1.51,4249143,3221053.0,-12.23,0.0,37.02,0.07,Consumer Cyclical,Nano,-0.6623,-23.8411,Sideways,-3.9735
UCAR,2026-04-08,2026-04-16,8,79.21,-10117.84,130.06,2.01,-37.31,True,BOTH,-15.44,1.15,1519850,2453120.0,-6.25,0.84,35.48,0.02,Consumer Cyclical,Nano,46.9565,26.087,Full Recovery,46.9565
AFJK,2026-04-09,2026-04-10,1,30.0,93.51,143.89,71.24,-45.31,True,TP_HIT,-17.48,56.0,77244,342817056.0,-6.72,9.76,69.68,1.42,Financial Services,Small,-7.5,-27.8571,Continued Drop,-19.0893
AFJK,2026-04-09,2026-04-13,4,30.0,93.51,143.89,71.24,-45.31,True,TP_HIT,-27.86,40.4,21692,247318016.0,-6.96,3.7,54.84,0.35,Financial Services,Micro,28.2178,0.9901,Full Recovery,0.9901
ANTA,2026-04-09,2026-04-17,8,28.08,99.77,41.26,9.86,-18.76,True,TP_HIT,-11.0,9.3,4900,223130400.0,-0.48,0.0,59.2,0.32,Financial Services,Micro,5.0538,-3.2151,Full Recovery,2.1505
BBGI,2026-04-09,2026-04-13,4,45.4,-150.29,71.61,9.25,-10.16,True,BOTH,-11.56,10.4,1566964,18761536.0,5.95,10.64,77.94,0.22,Communication Services,Nano,106.8269,31.9231,Full Recovery,82.7885
CLIK,2026-04-09,2026-04-10,1,48.98,-809.39,22.78,3.18,-28.62,True,TP_HIT,-20.58,2.74,538679,8940710.0,-10.14,20.7,52.64,0.14,Consumer Cyclical,Nano,7.2993,-3.6496,Dead Cat Bounce,-3.6496
ELAB,2026-04-09,2026-04-07,-2,30.34,-1290.13,4.3,6.81,-33.63,True,TP_HIT,-10.16,3.45,5315278,3998940.0,-11.43,4.55,43.87,0.18,Healthcare,Nano,52.4638,26.9565,Full Recovery,26.9565
ELAB,2026-04-09,2026-04-14,5,30.34,-1290.13,4.3,6.81,-33.63,True,TP_HIT,-13.78,4.38,1815886,8483057.0,-7.48,0.23,46.19,0.05,Healthcare,Nano,-4.1096,-25.1142,Continued Drop,-24.8858
ELAB,2026-04-09,2026-04-17,8,30.34,-1290.13,4.3,6.81,-33.63,True,TP_HIT,-13.91,3.28,10499500,6352609.0,3.41,0.92,43.24,0.61,Healthcare,Nano,1.2195,-24.0854,Continued Drop,-24.0854
ONCO,2026-04-09,2026-04-07,-2,55.0,-17702.01,68.42,2.72,-72.42,True,TP_HIT,-15.69,1.29,510397,924735.0,-6.54,5.74,32.2,0.06,Healthcare,Nano,-5.4264,-37.9845,Continued Drop,-29.4574
ONCO,2026-04-09,2026-04-08,-1,55.0,-17702.01,68.42,2.72,-72.42,True,TP_HIT,-12.4,1.13,463712,810039.0,1.55,2.73,30.98,0.06,Healthcare,Nano,7.9646,-32.5664,Dead Cat Bounce,-32.5664
ONCO,2026-04-09,2026-04-10,1,55.0,-17702.01,68.42,2.72,-72.42,True,TP_HIT,-10.66,1.09,12795821,781365.0,6.56,7.92,31.43,0.4,Healthcare,Nano,-16.5138,-32.1101,Continued Drop,-32.1101
ONCO,2026-04-09,2026-04-13,4,55.0,-17702.01,68.42,2.72,-72.42,True,TP_HIT,-26.61,0.8,7120266,573479.0,-6.42,6.65,29.08,0.22,Healthcare,Nano,13.75,-8.5,Dead Cat Bounce,-8.5
ONCO,2026-04-09,2026-04-15,6,55.0,-17702.01,68.42,2.72,-72.42,True,TP_HIT,-16.32,0.76,2274236,545880.0,-10.45,7.25,29.89,0.08,Healthcare,Nano,0.0,-10.9211,Sideways,-4.2105
SKYQ,2026-04-09,2026-04-14,5,51.12,-265.59,30.59,9.35,-18.5,True,BOTH,-20.83,9.2,3733690,34568540.0,-13.34,8.24,65.92,0.09,Energy,Nano,20.5435,-12.9348,Dead Cat Bounce,-2.5
SKYQ,2026-04-09,2026-04-16,7,51.12,-265.59,30.59,9.35,-18.5,True,BOTH,-11.45,9.82,1298519,36898156.0,-6.04,1.97,64.26,0.03,Energy,Nano,-7.0265,-28.1059,Continued Drop,-28.1059
SKYQ,2026-04-09,2026-04-17,8,51.12,-265.59,30.59,9.35,-18.5,True,BOTH,-18.43,8.01,1221700,30097176.0,-11.91,6.52,56.61,0.03,Energy,Nano,13.9825,-25.0936,Dead Cat Bounce,-25.0936
UCAR,2026-04-09,2026-04-09,0,41.47,-768.75,17.6,2.74,-39.78,True,TP_HIT,-31.09,1.64,52322876,3498362.0,-2.1,21.34,35.98,0.98,Consumer Cyclical,Nano,42.0732,-29.878,Dead Cat Bounce,-29.878
UCAR,2026-04-09,2026-04-13,4,41.47,-768.75,17.6,2.74,-39.78,True,TP_HIT,-19.31,1.88,4939832,4010318.0,-17.6,13.94,38.56,0.08,Consumer Cyclical,Nano,-19.6809,-38.8298,Continued Drop,-20.2128
UCAR,2026-04-09,2026-04-14,5,41.47,-768.75,17.6,2.74,-39.78,True,TP_HIT,-19.68,1.51,4249143,3221053.0,-12.23,0.0,37.02,0.07,Consumer Cyclical,Nano,-0.6623,-23.8411,Sideways,-3.9735
UCAR,2026-04-09,2026-04-16,7,41.47,-768.75,17.6,2.74,-39.78,True,TP_HIT,-15.44,1.15,1519850,2453120.0,-6.25,0.84,35.48,0.02,Consumer Cyclical,Nano,46.9565,26.087,Full Recovery,46.9565
ZNTL,2026-04-09,2026-04-13,4,28.38,84.41,48.68,4.49,0.67,False,SL_HIT,-15.89,5.56,6600538,394376448.0,-3.1,7.54,71.93,0.99,Healthcare,Small,-3.5971,-27.518,Continued Drop,-27.518
BBGI,2026-04-10,2026-04-13,3,38.24,-97.68,34.35,12.75,-26.27,True,BOTH,-11.56,10.4,1566964,18761536.0,5.95,10.64,77.94,0.22,Communication Services,Nano,106.8269,31.9231,Full Recovery,82.7885
BBGI,2026-04-10,2026-04-20,10,38.24,-97.68,34.35,12.75,-26.27,True,BOTH,-11.62,19.01,233830,34337896.0,-12.18,17.18,76.55,0.03,Communication Services,Nano,18.2009,-9.6265,Full Recovery,18.2009
FGL,2026-04-10,2026-04-08,-2,34.2,-103.52,23.79,2.55,-43.53,True,TP_HIT,-18.33,2.05,95563,909115.0,-3.19,2.5,28.12,0.56,Industrials,Nano,0.0,-21.9512,Full Recovery,0.0
FGL,2026-04-10,2026-04-13,3,34.2,-103.52,23.79,2.55,-43.53,True,TP_HIT,-14.89,1.6,226117,709553.0,-10.64,11.11,26.2,0.83,Industrials,Nano,28.125,6.875,Full Recovery,16.25
LNKS,2026-04-10,2026-04-07,-3,41.05,-708.99,13.26,2.99,-38.46,True,TP_HIT,-27.47,1.69,1120450,2715176.0,-16.31,5.63,28.63,0.62,Industrials,Nano,29.5858,15.9763,Full Recovery,20.1183
SKYQ,2026-04-10,2026-04-14,4,52.35,-962.17,92.52,14.92,-26.14,True,BOTH,-20.83,9.2,3733690,34568540.0,-13.34,8.24,65.92,0.09,Energy,Nano,20.5435,-12.9348,Dead Cat Bounce,-2.5
SKYQ,2026-04-10,2026-04-16,6,52.35,-962.17,92.52,14.92,-26.14,True,BOTH,-11.45,9.82,1298519,36898156.0,-6.04,1.97,64.26,0.03,Energy,Nano,-7.0265,-28.1059,Continued Drop,-28.1059
SKYQ,2026-04-10,2026-04-17,7,52.35,-962.17,92.52,14.92,-26.14,True,BOTH,-18.43,8.01,1221700,30097176.0,-11.91,6.52,56.61,0.03,Energy,Nano,13.9825,-25.0936,Dead Cat Bounce,-25.0936
SQFT,2026-04-10,2026-04-13,3,30.0,-3170.87,-3.78,3.95,-18.98,True,TP_HIT,-15.17,3.3,691589,4757540.0,-6.68,3.12,60.05,0.14,Real Estate,Nano,17.8788,-1.5152,Full Recovery,1.5152
SQFT,2026-04-10,2026-04-16,6,30.0,-3170.87,-3.78,3.95,-18.98,True,TP_HIT,-16.45,3.25,124359,4685457.0,-9.77,0.0,55.49,0.02,Real Estate,Nano,7.3846,1.2308,Full Recovery,6.4615
TMCI,2026-04-10,2026-04-16,6,27.98,90.26,39.74,2.11,-16.59,True,TP_HIT,-16.14,1.87,825865,121146896.0,-0.45,1.91,57.69,0.52,Healthcare,Micro,5.3476,-2.6738,Dead Cat Bounce,-2.6738
UCAR,2026-04-10,2026-04-09,-1,51.09,-1266.76,51.67,2.73,-39.56,True,TP_HIT,-31.09,1.64,52322876,3498362.0,-2.1,21.34,35.98,0.98,Consumer Cyclical,Nano,42.0732,-29.878,Dead Cat Bounce,-29.878
UCAR,2026-04-10,2026-04-13,3,51.09,-1266.76,51.67,2.73,-39.56,True,TP_HIT,-19.31,1.88,4939832,4010318.0,-17.6,13.94,38.56,0.08,Consumer Cyclical,Nano,-19.6809,-38.8298,Continued Drop,-20.2128
UCAR,2026-04-10,2026-04-14,4,51.09,-1266.76,51.67,2.73,-39.56,True,TP_HIT,-19.68,1.51,4249143,3221053.0,-12.23,0.0,37.02,0.07,Consumer Cyclical,Nano,-0.6623,-23.8411,Sideways,-3.9735
UCAR,2026-04-10,2026-04-16,6,51.09,-1266.76,51.67,2.73,-39.56,True,TP_HIT,-15.44,1.15,1519850,2453120.0,-6.25,0.84,35.48,0.02,Consumer Cyclical,Nano,46.9565,26.087,Full Recovery,46.9565
ZNTL,2026-04-10,2026-04-13,3,30.0,37.73,51.99,6.87,-24.75,True,TP_HIT,-15.89,5.56,6600538,394376448.0,-3.1,7.54,71.93,0.99,Healthcare,Small,-3.5971,-27.518,Continued Drop,-27.518
ZNTL,2026-04-10,2026-04-20,10,30.0,37.73,51.99,6.87,-24.75,True,TP_HIT,-13.15,4.03,2357227,285852000.0,-2.37,2.41,53.47,0.3,Healthcare,Micro,5.4591,-4.7146,Full Recovery,5.4591
MNTS,2026-04-13,2026-04-20,7,64.4,-58.87,34.25,4.9,-7.96,False,SL_HIT,-14.4,6.42,2708684,39675640.0,-4.4,4.05,62.32,0.47,Industrials,Nano,-2.1807,-13.5514,Sideways,-2.1807
MNTS,2026-04-13,2026-04-21,8,64.4,-58.87,34.25,4.9,-7.96,False,SL_HIT,-11.53,5.68,2013743,35102432.0,3.12,1.25,55.46,0.36,Industrials,Nano,10.5634,-9.8592,Dead Cat Bounce,-9.8592
RECT,2026-04-13,2026-04-14,1,79.71,-749.68,20.43,2.24,-55.36,True,TP_HIT,-10.31,2.0,1642123,29000000.0,-17.98,10.5,71.82,0.13,Consumer Cyclical,Nano,-13.5,-30.5,Continued Drop,-27.0
RECT,2026-04-13,2026-04-15,2,79.71,-749.68,20.43,2.24,-55.36,True,TP_HIT,-30.5,1.39,1207422,20155000.0,1.5,39.0,49.81,0.09,Consumer Cyclical,Nano,24.4604,2.8777,Full Recovery,2.8777
RMSG,2026-04-13,2026-04-14,1,97.11,-7659.11,150.4,2.37,-34.6,True,BOTH,-11.11,2.4,50881710,22971076.0,3.7,13.21,78.32,1.09,Technology,Nano,24.5833,-25.4167,Full Recovery,0.0
RMSG,2026-04-13,2026-04-15,2,97.11,-7659.11,150.4,2.37,-34.6,True,BOTH,-25.42,1.79,3581679,17132592.0,-24.9,15.48,64.26,0.07,Technology,Nano,67.0391,25.6983,Full Recovery,25.6983
RMSG,2026-04-13,2026-04-21,8,97.11,-7659.11,150.4,2.37,-34.6,True,BOTH,-19.73,2.4,1137486,22971076.0,-4.35,23.71,63.79,0.02,Technology,Nano,-6.25,-40.8333,Continued Drop,-39.5833
RMSG,2026-04-13,2026-04-23,10,97.11,-7659.11,150.4,2.37,-34.6,True,BOTH,-13.33,1.95,524288,18663998.0,-3.11,7.14,56.77,0.01,Technology,Nano,-5.641,-29.2308,Continued Drop,-20.5128
ASTI,2026-04-15,2026-04-20,5,66.86,-21.18,56.22,6.28,-24.2,True,BOTH,-15.73,4.93,1706203,,-8.21,3.57,50.81,0.75,Technology,Unknown,8.3164,-3.4483,Dead Cat Bounce,-2.0284
ASTI,2026-04-15,2026-04-24,9,66.86,-21.18,56.22,6.28,-24.2,True,BOTH,-10.86,4.76,1262105,,0.0,2.24,48.87,0.46,Technology,Unknown,1.4706,-10.7143,Sideways,-2.3109
BIRD,2026-04-15,2026-04-16,1,96.01,-3011.17,181.96,19.3,-60.88,True,TP_HIT,-35.79,10.91,29414229,95005728.0,-15.27,0.55,66.71,1.02,Consumer Cyclical,Micro,1.0082,-26.5811,Continued Drop,-26.5811
BIRD,2026-04-15,2026-04-21,6,96.01,-3011.17,181.96,19.3,-60.88,True,TP_HIT,-22.87,8.5,5861818,74470008.0,1.63,0.0,58.18,0.17,Consumer Cyclical,Micro,-0.8235,-21.1765,Continued Drop,-18.1176
BIRD,2026-04-15,2026-04-24,9,96.01,-3011.17,181.96,19.3,-60.88,True,TP_HIT,-12.36,7.02,2072836,61503464.0,-1.5,0.0,53.31,0.06,Consumer Cyclical,Micro,-0.8547,-7.9772,Continued Drop,-7.9772
KMRK,2026-04-15,2026-04-24,9,62.35,95.83,39.75,2.76,-2.9,False,SL_HIT,-23.28,3.23,353200,68153000.0,-24.7,3.19,58.07,2.05,Consumer Cyclical,Micro,2.4768,-30.031,Sideways,-30.031
MNTS,2026-04-15,2026-04-20,5,77.92,-165.63,29.15,7.0,-25.0,True,BOTH,-14.4,6.42,2708684,39675640.0,-4.4,4.05,62.32,0.47,Industrials,Nano,-2.1807,-13.5514,Sideways,-2.1807
MNTS,2026-04-15,2026-04-21,6,77.92,-165.63,29.15,7.0,-25.0,True,BOTH,-11.53,5.68,2013743,35102432.0,3.12,1.25,55.46,0.36,Industrials,Nano,10.5634,-9.8592,Dead Cat Bounce,-9.8592
SKLZ,2026-04-15,2026-04-24,9,73.02,91.34,47.72,4.21,-16.15,True,TP_HIT,-36.47,7.91,9082111,123400384.0,-30.92,10.24,63.64,2.65,Communication Services,Micro,1.8963,-26.9279,Sideways,-3.1606
XNDU,2026-04-15,2026-04-21,6,67.88,80.3,50.12,25.7,-19.3,True,BOTH,-17.12,22.9,3599574,7778702848.0,-2.97,10.41,64.34,0.81,Technology,Mid,51.7467,20.9607,Full Recovery,20.9607
XNDU,2026-04-15,2026-04-23,8,67.88,80.3,50.12,25.7,-19.3,True,BOTH,-16.98,28.85,3478702,9799806976.0,-5.31,4.15,64.63,0.63,Technology,Mid,7.279,-3.9861,Full Recovery,0.8666
DARE,2026-04-16,2026-04-21,5,68.7,87.45,37.57,2.49,-13.59,True,BOTH,-17.77,2.36,1238556,34360424.0,-0.7,3.06,60.58,0.85,Healthcare,Nano,-3.8136,-10.5932,Continued Drop,-7.2034
ENVB,2026-04-16,2026-04-17,1,76.33,-467.81,19.9,2.35,-27.23,True,BOTH,-22.55,1.82,1152100,3435315.0,-16.6,6.43,42.48,1.0,Healthcare,Nano,176.9231,85.1648,Full Recovery,176.9231
MYSE,2026-04-16,2026-04-23,7,62.78,-4686.67,-36.72,3.49,-5.73,False,SL_HIT,-11.28,2.99,947008,12929744.0,-0.59,0.67,64.07,0.03,Technology,Nano,7.0234,-37.1237,Dead Cat Bounce,-37.1237
PBM,2026-04-16,2026-04-21,5,86.85,-13923.38,119.57,6.17,15.24,False,SL_HIT,-16.02,9.49,3981026,21763482.0,0.88,4.86,75.5,0.27,Healthcare,Nano,-4.8472,-31.6122,Continued Drop,-31.6122
PBM,2026-04-16,2026-04-24,8,86.85,-13923.38,119.57,6.17,15.24,False,SL_HIT,-12.4,7.91,1306849,18140058.0,8.97,0.51,63.84,0.08,Healthcare,Nano,-10.8723,-35.7775,Continued Drop,-20.9861
RMSG,2026-04-16,2026-04-14,-2,85.05,-838.78,49.15,2.64,-26.52,True,BOTH,-11.11,2.4,50881710,22971076.0,3.7,13.21,78.32,1.09,Technology,Nano,24.5833,-25.4167,Full Recovery,0.0
RMSG,2026-04-16,2026-04-15,-1,85.05,-838.78,49.15,2.64,-26.52,True,BOTH,-25.42,1.79,3581679,17132592.0,-24.9,15.48,64.26,0.07,Technology,Nano,67.0391,25.6983,Full Recovery,25.6983
RMSG,2026-04-16,2026-04-21,5,85.05,-838.78,49.15,2.64,-26.52,True,BOTH,-19.73,2.4,1137486,22971076.0,-4.35,23.71,63.79,0.02,Technology,Nano,-6.25,-40.8333,Continued Drop,-39.5833
RMSG,2026-04-16,2026-04-23,7,85.05,-838.78,49.15,2.64,-26.52,True,BOTH,-13.33,1.95,524288,18663998.0,-3.11,7.14,56.77,0.01,Technology,Nano,-5.641,-29.2308,Continued Drop,-20.5128
WNW,2026-04-16,2026-04-20,4,73.01,-1123.14,67.84,6.21,-36.71,True,BOTH,-20.1,4.69,167198,6239909.0,-13.46,0.86,24.84,0.09,Consumer Cyclical,Nano,-11.0874,-31.5565,Continued Drop,-29.2111
WNW,2026-04-16,2026-04-21,5,73.01,-1123.14,67.84,6.21,-36.71,True,BOTH,-12.79,4.09,82658,5441626.0,-4.26,3.6,24.59,0.04,Consumer Cyclical,Nano,1.956,-22.4939,Continued Drop,-22.4939
WNW,2026-04-16,2026-04-23,7,73.01,-1123.14,67.84,6.21,-36.71,True,BOTH,-12.47,3.65,152207,4856219.0,1.68,7.35,24.44,0.08,Consumer Cyclical,Nano,16.9863,-14.2466,Full Recovery,16.9863
WNW,2026-04-16,2026-04-24,8,73.01,-1123.14,67.84,6.21,-36.71,True,BOTH,-12.05,3.21,170848,4270812.0,-1.1,14.68,24.21,0.09,Consumer Cyclical,Nano,33.0218,-2.4922,Full Recovery,33.0218
BBGI,2026-04-17,2026-04-13,-4,64.95,22.83,62.85,22.62,-28.29,True,TP_HIT,-11.56,10.4,1566964,18761536.0,5.95,10.64,77.94,0.22,Communication Services,Nano,106.8269,31.9231,Full Recovery,82.7885
BBGI,2026-04-17,2026-04-20,3,64.95,22.83,62.85,22.62,-28.29,True,TP_HIT,-11.62,19.01,233830,34337896.0,-12.18,17.18,76.55,0.03,Communication Services,Nano,18.2009,-9.6265,Full Recovery,18.2009
EFOI,2026-04-17,2026-04-20,3,84.36,-2467.39,28.22,6.86,-34.4,True,TP_HIT,-16.18,5.44,3784014,34306996.0,-7.4,16.49,77.42,0.23,Consumer Cyclical,Nano,-10.8456,-20.5882,Continued Drop,-20.5882
EFOI,2026-04-17,2026-04-21,4,84.36,-2467.39,28.22,6.86,-34.4,True,TP_HIT,-16.73,4.53,3485218,28568142.0,5.51,0.0,66.12,0.2,Consumer Cyclical,Nano,7.064,-15.2318,Dead Cat Bounce,-15.2318
FGI,2026-04-17,2026-04-22,5,61.02,77.52,35.2,6.76,5.03,False,SL_HIT,-31.98,7.7,647438,14840410.0,1.59,7.77,60.02,1.54,Consumer Cyclical,Nano,20.2597,-11.9481,Dead Cat Bounce,-10.0
FRMM,2026-04-17,2026-04-20,3,81.5,-55.33,69.9,5.08,-31.89,True,TP_HIT,-13.52,3.71,4328639,75361648.0,-13.75,7.23,62.26,0.92,Technology,Micro,46.0916,8.8949,Full Recovery,46.0916
MAAS,2026-04-17,2026-04-21,4,65.06,99.89,36.24,10.15,-22.76,True,BOTH,-12.19,9.08,535940,3221360896.0,-3.48,10.73,67.44,0.92,Financial Services,Mid,16.9604,-3.6344,Full Recovery,16.9604
MAAS,2026-04-17,2026-04-23,6,65.06,99.89,36.24,10.15,-22.76,True,BOTH,-11.55,9.11,763840,3232004096.0,-1.07,11.1,62.27,0.9,Financial Services,Mid,16.5752,-3.9517,Full Recovery,6.4764
ENVB,2026-04-20,2026-04-17,-3,60.71,-8135.23,-9.65,3.79,-21.11,True,TP_HIT,-22.55,1.82,1152100,3435315.0,-16.6,6.43,42.48,1.0,Healthcare,Nano,176.9231,85.1648,Full Recovery,176.9231
FGI,2026-04-20,2026-04-22,2,64.67,-25.31,29.5,9.67,-26.11,True,BOTH,-31.98,7.7,647438,14840410.0,1.59,7.77,60.02,1.54,Consumer Cyclical,Nano,20.2597,-11.9481,Dead Cat Bounce,-10.0
CLIK,2026-04-21,2026-04-23,2,66.82,-1110.98,13.65,3.83,-21.67,True,TP_HIT,-12.94,2.96,211989,9658578.0,-1.76,5.71,53.13,0.03,Consumer Cyclical,Nano,5.0676,-7.7703,Dead Cat Bounce,-6.7568
GNLN,2026-04-22,2026-04-21,-1,73.91,-186.44,29.21,5.22,,False,OPEN,-17.78,3.93,69688,2475687.0,-0.21,2.08,46.94,0.23,Consumer Defensive,Nano,40.7125,-4.0712,Dead Cat Bounce,-4.0712
GNLN,2026-04-22,2026-04-23,1,73.91,-186.44,29.21,5.22,,False,OPEN,-29.66,3.89,402007,2450486.0,-19.71,8.06,47.15,0.75,Consumer Defensive,Nano,33.6761,-3.0848,Full Recovery,33.6761
NCEL,2026-04-23,2026-05-01,8,63.97,93.13,31.27,4.87,-20.94,True,TP_HIT,-12.7,3.85,35331,20578958.0,0.23,5.45,57.51,0.27,Healthcare,Nano,,,,
SKLZ,2026-04-23,2026-04-24,1,71.35,-47.09,222.93,11.69,-46.11,True,TP_HIT,-36.47,7.91,9082111,123400384.0,-30.92,10.24,63.64,2.65,Communication Services,Micro,1.8963,-26.9279,Sideways,-3.1606
RDAC,2026-04-29,2026-05-01,2,93.47,-147.8,91.37,19.52,-47.59,True,TP_HIT,-12.85,9.29,219392,55285068.0,-0.66,9.29,54.41,0.12,Financial Services,Micro,,,,
